STATcube

"Wanderungen innerhalb Österreichs ab 2002 (Q)"
"Jahr und Politischer Bezirk / Wiener Gemeindebezirk - Herkunftsort"
"Zählt: Wanderungen innerhalb Österreichs"

Filter:
"Standardfakt";"Wanderungen innerhalb Österreichs"

"Werte";"Jahr";"Politischer Bezirk / Wiener Gemeindebezirk - Herkunftsort";"Anzahl";"Anmerkungen";
"Wanderungen innerhalb Österreichs";"2025";"Graz (Stadt) <601>";39815;
"Wanderungen innerhalb Österreichs";"2025";"Bruck an der Mur ^<602>";-;
"Wanderungen innerhalb Österreichs";"2025";"Bruck-Mürzzuschlag <621>";7443;
"Wanderungen innerhalb Österreichs";"2025";"Deutschlandsberg <603>";3867;
"Wanderungen innerhalb Österreichs";"2025";"Feldbach ^<604>";-;
"Wanderungen innerhalb Österreichs";"2025";"Fürstenfeld ^<605>";-;
"Wanderungen innerhalb Österreichs";"2025";"Graz Umgebung <606>";10155;
"Wanderungen innerhalb Österreichs";"2025";"Hartberg ^<607>";-;
"Wanderungen innerhalb Österreichs";"2025";"Hartberg-Fürstenfeld <622>";4748;
"Wanderungen innerhalb Österreichs";"2025";"Judenburg ^<608>";-;
"Wanderungen innerhalb Österreichs";"2025";"Knittelfeld ^<609>";-;
"Wanderungen innerhalb Österreichs";"2025";"Leibnitz <610>";5956;
"Wanderungen innerhalb Österreichs";"2025";"Leoben <611>";5486;
"Wanderungen innerhalb Österreichs";"2025";"Liezen <612>";5526;
"Wanderungen innerhalb Österreichs";"2025";"Murtal <620>";5792;
"Wanderungen innerhalb Österreichs";"2025";"Mürzzuschlag ^<613>";-;
"Wanderungen innerhalb Österreichs";"2025";"Murau <614>";1525;
"Wanderungen innerhalb Österreichs";"2025";"Radkersburg ^<615>";-;
"Wanderungen innerhalb Österreichs";"2025";"Südoststeiermark <623>";4745;
"Wanderungen innerhalb Österreichs";"2025";"Voitsberg <616>";3497;
"Wanderungen innerhalb Österreichs";"2025";"Weiz <617>";5489;
"Wanderungen innerhalb Österreichs";"2025";"Innsbruck (Stadt) <701>";16072;
"Wanderungen innerhalb Österreichs";"2025";"Imst <702>";3743;
"Wanderungen innerhalb Österreichs";"2025";"Innsbruck Land <703>";11944;
"Wanderungen innerhalb Österreichs";"2025";"Kitzbühel <704>";4437;
"Wanderungen innerhalb Österreichs";"2025";"Kufstein <705>";8243;
"Wanderungen innerhalb Österreichs";"2025";"Landeck <706>";2175;
"Wanderungen innerhalb Österreichs";"2025";"Lienz <707>";2577;
"Wanderungen innerhalb Österreichs";"2025";"Reutte <708>";2074;
"Wanderungen innerhalb Österreichs";"2025";"Schwaz <709>";5906;
"Wanderungen innerhalb Österreichs";"2025";"Bludenz <801>";5129;
"Wanderungen innerhalb Österreichs";"2025";"Bregenz <802>";11095;
"Wanderungen innerhalb Österreichs";"2025";"Dornbirn <803>";8413;
"Wanderungen innerhalb Österreichs";"2025";"Feldkirch <804>";9209;
"Wanderungen innerhalb Österreichs";"2025";"Wien 1.Bezirk, Innere Stadt <901>";1862;
"Wanderungen innerhalb Österreichs";"2025";"Wien 2.Bezirk, Leopoldstadt <902>";12186;
"Wanderungen innerhalb Österreichs";"2025";"Wien 3.Bezirk, Landstraße <903>";11567;
"Wanderungen innerhalb Österreichs";"2025";"Wien 4.Bezirk, Wieden <904>";4665;
"Wanderungen innerhalb Österreichs";"2025";"Wien 5.Bezirk, Margareten <905>";7252;
"Wanderungen innerhalb Österreichs";"2025";"Wien 6.Bezirk, Mariahilf <906>";4101;
"Wanderungen innerhalb Österreichs";"2025";"Wien 7.Bezirk, Neubau <907>";3663;
"Wanderungen innerhalb Österreichs";"2025";"Wien 8.Bezirk, Josefstadt <908>";3958;
"Wanderungen innerhalb Österreichs";"2025";"Wien 9.Bezirk, Alsergrund <909>";5580;
"Wanderungen innerhalb Österreichs";"2025";"Wien 10.Bezirk, Favoriten <910>";28225;
"Wanderungen innerhalb Österreichs";"2025";"Wien 11.Bezirk, Simmering <911>";10770;
"Wanderungen innerhalb Österreichs";"2025";"Wien 12.Bezirk, Meidling <912>";11934;
"Wanderungen innerhalb Österreichs";"2025";"Wien 13.Bezirk, Hietzing <913>";4675;
"Wanderungen innerhalb Österreichs";"2025";"Wien 14.Bezirk, Penzing <914>";9189;
"Wanderungen innerhalb Österreichs";"2025";"Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>";10455;
"Wanderungen innerhalb Österreichs";"2025";"Wien 16.Bezirk, Ottakring <916>";12879;
"Wanderungen innerhalb Österreichs";"2025";"Wien 17.Bezirk, Hernals <917>";6811;
"Wanderungen innerhalb Österreichs";"2025";"Wien 18.Bezirk, Währing <918>";5508;
"Wanderungen innerhalb Österreichs";"2025";"Wien 19.Bezirk, Döbling <919>";7373;
"Wanderungen innerhalb Österreichs";"2025";"Wien 20.Bezirk, Brigittenau <920>";11389;
"Wanderungen innerhalb Österreichs";"2025";"Wien 21.Bezirk, Floridsdorf <921>";17462;
"Wanderungen innerhalb Österreichs";"2025";"Wien 22.Bezirk, Donaustadt <922>";18694;
"Wanderungen innerhalb Österreichs";"2025";"Wien 23.Bezirk, Liesing <923>";9186;
"Wanderungen innerhalb Österreichs";"2025";"Nicht klassifizierbar <0>";-;


Symbol;Beschreibung
"Q";"STATcube – Statistische Datenbank von STATISTIK AUSTRIA"
"Wanderungen innerhalb Österreichs ab 2002";".) Datenprovenienz: Die Wanderungsstatistik wird von der Statistik Austria erstellt und basiert auf den Daten (An- und Abmeldungen) des Zentralen Melderegisters (ZMR). Wanderungen innerhalb Österreichs (Binnenwanderungen) sind Hauptwohnsitzverlegungen innerhalb Österreichs. Neben Wanderungen über administrative Grenzen (z.B. Bundesland-, Bezirks- oder Gemeindegrenzen) hinweg werden auch Hauptwohnsitz- wechsel innerhalb derselben Gemeinde von der Wanderungsstatistik erfasst. Weitere Metadaten: https://www.statistik.at/fileadmin/shared/QM/Standarddokumentationen/B_2/std_b_wanderungsstatistik.pdf weitere Informationen finden Sie unter: Weitere Metadaten: https://www.statistik.at/statistiken/bevoelkerung-und-soziales/bevoelkerung/migration-und-einbuergerung .) Gesetzliche Grundlagen: Die Wanderungsstatistik ist eine im Sinne des Par.4.(1) BstatG angeordnete Statistik. Die Datenübermittlung der für die Wanderungsstatsitik benötigten Meldedaten ist im Par.16b(6) MeldeG geregelt. .) Aktualisierung: Jährlich im Mai für die Wanderungsstatistik des Vorjahres. Letzte Änderung des Würfels [29.06.2026] .) Bearbeitungsnachweis: Direktion Bevölkerung - Demographie Für allgemeine Anfragen: Tel.: +43 1 711 28-7070 Bei Spezialfragen wenden Sie sich bitte schriftlich an demographie@statistik.gv.at"
"Gemeinde des Herkunftsortes (Vergröberung über Politischen Bezirk)";"Die Ausprägungen dieses Gliederungskriteriums enthalten neben dem Namen der Gemeinde auch - in gebrochener Klammer - deren fünfstellige Kennzahl. Ein '^' bei der Kennzahl bedeutet, dass die entsprechende Ausprägung im gegenwärtigen Gliederungsstand des Kriteriums nicht aktuell ist, aus Rücksicht auf ältere Daten jedoch mitgeführt werden muss."
"Feldkirchen <210>";"Mit 1.1.1982 wurde der Gerichtsbezirk Feldkirchen des Politischen Bezirkes Klagenfurt Land ein eigener Politischer Bezirk."
"Klagenfurt Land <204>";"Mit 1.1.1982 wurde der Gerichtsbezirk Feldkirchen des Politischen Bezirkes Klagenfurt Land ein eigener Politischer Bezirk."
"Wien Umgebung ^<324>";"ab 01.01.2017 aufgelöst"
"St. Johann im Pongau <504>";"ab 2024 Namensanpassung auf St. Johann im Pongau (davor: Sankt Johann im Pongau)"
"Bruck an der Mur ^<602>";"bis 31.12.2012, ab 01.01.2013 zusammengefasst zum pol. Bez. Bruck-Mürzzuschlag"
"Bruck-Mürzzuschlag <621>";"ab 01.01.2013"
"Feldbach ^<604>";"bis 31.12.2012, ab 01.01.2013 zusammengefasst zum pol. Bez. Südoststeiermark"
"Fürstenfeld ^<605>";"bis 31.12.2012, ab 01.01.2013 zusammengefasst zum pol. Bez. Hartberg-Fürstenfeld"
"Hartberg ^<607>";"bis 31.12.2012, ab 01.01.2013 zusammengefasst zum pol. Bez. Hartberg-Fürstenfeld"
"Hartberg-Fürstenfeld <622>";"ab 01.01.2013"
"Judenburg ^<608>";"bis 31.12.2011, ab 01.01.2012 zusammengefasst zum pol. Bez. Murtal"
"Knittelfeld ^<609>";"bis 31.12.2011, ab 01.01.2012 zusammengefasst zum pol. Bez. Murtal"
"Murtal <620>";"ab 01.01.2012"
"Mürzzuschlag ^<613>";"bis 31.12.2012, ab 01.01.2013 zusammengefasst zum pol. Bez. Bruck-Mürzzuschlag"
"Radkersburg ^<615>";"bis 31.12.2012, ab 01.01.2013 zusammengefasst zum pol. Bez. Südoststeiermark"
"Südoststeiermark <623>";"ab 01.01.2013"


(c) Copyright Statistics Austria
