STATcube

"Wanderungen innerhalb Österreichs ab 2002 (Q)"
"Jahr und Alter in Einzeljahren nach Wanderungen innerhalb Österreichs"
"Zählt: Wanderungen innerhalb Österreichs"

"Jahr";"Alter in Einzeljahren";"Werte";"Anzahl";"Anmerkungen";
"2025";"78 Jahre";"Wanderungen innerhalb Österreichs";1767;
"2025";"79 Jahre";"Wanderungen innerhalb Österreichs";1336;
"2025";"80 Jahre";"Wanderungen innerhalb Österreichs";1552;
"2025";"81 Jahre";"Wanderungen innerhalb Österreichs";1880;
"2025";"82 Jahre";"Wanderungen innerhalb Österreichs";1742;
"2025";"83 Jahre";"Wanderungen innerhalb Österreichs";2135;
"2025";"84 Jahre";"Wanderungen innerhalb Österreichs";2257;
"2025";"85 Jahre";"Wanderungen innerhalb Österreichs";2568;
"2025";"86 Jahre";"Wanderungen innerhalb Österreichs";2105;
"2025";"87 Jahre";"Wanderungen innerhalb Österreichs";1629;
"2025";"88 Jahre";"Wanderungen innerhalb Österreichs";1615;
"2025";"89 Jahre";"Wanderungen innerhalb Österreichs";1419;
"2025";"90 Jahre";"Wanderungen innerhalb Österreichs";1292;
"2025";"91 Jahre";"Wanderungen innerhalb Österreichs";1213;
"2025";"92 Jahre";"Wanderungen innerhalb Österreichs";1063;
"2025";"93 Jahre";"Wanderungen innerhalb Österreichs";922;
"2025";"94 Jahre";"Wanderungen innerhalb Österreichs";691;
"2025";"95 Jahre und älter";"Wanderungen innerhalb Österreichs";1622;


Symbol;Beschreibung
"Q";"STATcube – Statistische Datenbank von STATISTIK AUSTRIA"
"Wanderungen innerhalb Österreichs ab 2002";".) Datenprovenienz: Die Wanderungsstatistik wird von der Statistik Austria erstellt und basiert auf den Daten (An- und Abmeldungen) des Zentralen Melderegisters (ZMR). Wanderungen innerhalb Österreichs (Binnenwanderungen) sind Hauptwohnsitzverlegungen innerhalb Österreichs. Neben Wanderungen über administrative Grenzen (z.B. Bundesland-, Bezirks- oder Gemeindegrenzen) hinweg werden auch Hauptwohnsitz- wechsel innerhalb derselben Gemeinde von der Wanderungsstatistik erfasst. Weitere Metadaten: https://www.statistik.at/fileadmin/shared/QM/Standarddokumentationen/B_2/std_b_wanderungsstatistik.pdf weitere Informationen finden Sie unter: Weitere Metadaten: https://www.statistik.at/statistiken/bevoelkerung-und-soziales/bevoelkerung/migration-und-einbuergerung .) Gesetzliche Grundlagen: Die Wanderungsstatistik ist eine im Sinne des Par.4.(1) BstatG angeordnete Statistik. Die Datenübermittlung der für die Wanderungsstatsitik benötigten Meldedaten ist im Par.16b(6) MeldeG geregelt. .) Aktualisierung: Jährlich im Mai für die Wanderungsstatistik des Vorjahres. Letzte Änderung des Würfels [29.06.2026] .) Bearbeitungsnachweis: Direktion Bevölkerung - Demographie Für allgemeine Anfragen: Tel.: +43 1 711 28-7070 Bei Spezialfragen wenden Sie sich bitte schriftlich an demographie@statistik.gv.at"


(c) Copyright Statistics Austria
