STATcube

"Wanderungen innerhalb Österreichs ab 2002 (Q)"
"Alter in 5-Jahresgruppen <20> nach Jahr und Politischer Bezirk / Wiener Gemeindebezirk - Herkunftsort nach Politischer Bezirk / Wiener Gemeindebezirk - Zielort"
"Zählt: Wanderungen innerhalb Österreichs"

Filter:
"Standardfakt";"Wanderungen innerhalb Österreichs"

"Werte";"Alter in 5-Jahresgruppen <20>";"Jahr";"Politischer Bezirk / Wiener Gemeindebezirk - Herkunftsort";"Politischer Bezirk / Wiener Gemeindebezirk - Zielort";"Anzahl";"Anmerkungen";
"Wanderungen innerhalb Österreichs";"90 bis 94 Jahre";"2025";"Wien 1.Bezirk, Innere Stadt <901>";"Wien 1.Bezirk, Innere Stadt <901>";-;
"Wanderungen innerhalb Österreichs";"90 bis 94 Jahre";"2025";"Wien 1.Bezirk, Innere Stadt <901>";"Wien 2.Bezirk, Leopoldstadt <902>";1;
"Wanderungen innerhalb Österreichs";"90 bis 94 Jahre";"2025";"Wien 1.Bezirk, Innere Stadt <901>";"Wien 3.Bezirk, Landstraße <903>";1;
"Wanderungen innerhalb Österreichs";"90 bis 94 Jahre";"2025";"Wien 1.Bezirk, Innere Stadt <901>";"Wien 4.Bezirk, Wieden <904>";-;
"Wanderungen innerhalb Österreichs";"90 bis 94 Jahre";"2025";"Wien 1.Bezirk, Innere Stadt <901>";"Wien 5.Bezirk, Margareten <905>";-;
"Wanderungen innerhalb Österreichs";"90 bis 94 Jahre";"2025";"Wien 1.Bezirk, Innere Stadt <901>";"Wien 6.Bezirk, Mariahilf <906>";1;
"Wanderungen innerhalb Österreichs";"90 bis 94 Jahre";"2025";"Wien 1.Bezirk, Innere Stadt <901>";"Wien 7.Bezirk, Neubau <907>";-;
"Wanderungen innerhalb Österreichs";"90 bis 94 Jahre";"2025";"Wien 1.Bezirk, Innere Stadt <901>";"Wien 8.Bezirk, Josefstadt <908>";-;
"Wanderungen innerhalb Österreichs";"90 bis 94 Jahre";"2025";"Wien 1.Bezirk, Innere Stadt <901>";"Wien 9.Bezirk, Alsergrund <909>";-;
"Wanderungen innerhalb Österreichs";"90 bis 94 Jahre";"2025";"Wien 1.Bezirk, Innere Stadt <901>";"Wien 10.Bezirk, Favoriten <910>";1;
"Wanderungen innerhalb Österreichs";"90 bis 94 Jahre";"2025";"Wien 1.Bezirk, Innere Stadt <901>";"Wien 11.Bezirk, Simmering <911>";-;
"Wanderungen innerhalb Österreichs";"90 bis 94 Jahre";"2025";"Wien 1.Bezirk, Innere Stadt <901>";"Wien 12.Bezirk, Meidling <912>";-;
"Wanderungen innerhalb Österreichs";"90 bis 94 Jahre";"2025";"Wien 1.Bezirk, Innere Stadt <901>";"Wien 13.Bezirk, Hietzing <913>";-;
"Wanderungen innerhalb Österreichs";"90 bis 94 Jahre";"2025";"Wien 1.Bezirk, Innere Stadt <901>";"Wien 14.Bezirk, Penzing <914>";-;
"Wanderungen innerhalb Österreichs";"90 bis 94 Jahre";"2025";"Wien 1.Bezirk, Innere Stadt <901>";"Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>";-;
"Wanderungen innerhalb Österreichs";"90 bis 94 Jahre";"2025";"Wien 1.Bezirk, Innere Stadt <901>";"Wien 16.Bezirk, Ottakring <916>";-;
"Wanderungen innerhalb Österreichs";"90 bis 94 Jahre";"2025";"Wien 1.Bezirk, Innere Stadt <901>";"Wien 17.Bezirk, Hernals <917>";-;
"Wanderungen innerhalb Österreichs";"90 bis 94 Jahre";"2025";"Wien 1.Bezirk, Innere Stadt <901>";"Wien 18.Bezirk, Währing <918>";-;
"Wanderungen innerhalb Österreichs";"90 bis 94 Jahre";"2025";"Wien 1.Bezirk, Innere Stadt <901>";"Wien 19.Bezirk, Döbling <919>";1;
"Wanderungen innerhalb Österreichs";"90 bis 94 Jahre";"2025";"Wien 1.Bezirk, Innere Stadt <901>";"Wien 20.Bezirk, Brigittenau <920>";-;
"Wanderungen innerhalb Österreichs";"90 bis 94 Jahre";"2025";"Wien 1.Bezirk, Innere Stadt <901>";"Wien 21.Bezirk, Floridsdorf <921>";-;
"Wanderungen innerhalb Österreichs";"90 bis 94 Jahre";"2025";"Wien 1.Bezirk, Innere Stadt <901>";"Wien 22.Bezirk, Donaustadt <922>";-;
"Wanderungen innerhalb Österreichs";"90 bis 94 Jahre";"2025";"Wien 1.Bezirk, Innere Stadt <901>";"Wien 23.Bezirk, Liesing <923>";-;
"Wanderungen innerhalb Österreichs";"90 bis 94 Jahre";"2025";"Wien 2.Bezirk, Leopoldstadt <902>";"Wien 1.Bezirk, Innere Stadt <901>";-;
"Wanderungen innerhalb Österreichs";"90 bis 94 Jahre";"2025";"Wien 2.Bezirk, Leopoldstadt <902>";"Wien 2.Bezirk, Leopoldstadt <902>";16;
"Wanderungen innerhalb Österreichs";"90 bis 94 Jahre";"2025";"Wien 2.Bezirk, Leopoldstadt <902>";"Wien 3.Bezirk, Landstraße <903>";2;
"Wanderungen innerhalb Österreichs";"90 bis 94 Jahre";"2025";"Wien 2.Bezirk, Leopoldstadt <902>";"Wien 4.Bezirk, Wieden <904>";1;
"Wanderungen innerhalb Österreichs";"90 bis 94 Jahre";"2025";"Wien 2.Bezirk, Leopoldstadt <902>";"Wien 5.Bezirk, Margareten <905>";-;
"Wanderungen innerhalb Österreichs";"90 bis 94 Jahre";"2025";"Wien 2.Bezirk, Leopoldstadt <902>";"Wien 6.Bezirk, Mariahilf <906>";-;
"Wanderungen innerhalb Österreichs";"90 bis 94 Jahre";"2025";"Wien 2.Bezirk, Leopoldstadt <902>";"Wien 7.Bezirk, Neubau <907>";-;
"Wanderungen innerhalb Österreichs";"90 bis 94 Jahre";"2025";"Wien 2.Bezirk, Leopoldstadt <902>";"Wien 8.Bezirk, Josefstadt <908>";-;
"Wanderungen innerhalb Österreichs";"90 bis 94 Jahre";"2025";"Wien 2.Bezirk, Leopoldstadt <902>";"Wien 9.Bezirk, Alsergrund <909>";1;
"Wanderungen innerhalb Österreichs";"90 bis 94 Jahre";"2025";"Wien 2.Bezirk, Leopoldstadt <902>";"Wien 10.Bezirk, Favoriten <910>";2;
"Wanderungen innerhalb Österreichs";"90 bis 94 Jahre";"2025";"Wien 2.Bezirk, Leopoldstadt <902>";"Wien 11.Bezirk, Simmering <911>";1;
"Wanderungen innerhalb Österreichs";"90 bis 94 Jahre";"2025";"Wien 2.Bezirk, Leopoldstadt <902>";"Wien 12.Bezirk, Meidling <912>";-;
"Wanderungen innerhalb Österreichs";"90 bis 94 Jahre";"2025";"Wien 2.Bezirk, Leopoldstadt <902>";"Wien 13.Bezirk, Hietzing <913>";1;
"Wanderungen innerhalb Österreichs";"90 bis 94 Jahre";"2025";"Wien 2.Bezirk, Leopoldstadt <902>";"Wien 14.Bezirk, Penzing <914>";-;
"Wanderungen innerhalb Österreichs";"90 bis 94 Jahre";"2025";"Wien 2.Bezirk, Leopoldstadt <902>";"Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>";1;
"Wanderungen innerhalb Österreichs";"90 bis 94 Jahre";"2025";"Wien 2.Bezirk, Leopoldstadt <902>";"Wien 16.Bezirk, Ottakring <916>";-;
"Wanderungen innerhalb Österreichs";"90 bis 94 Jahre";"2025";"Wien 2.Bezirk, Leopoldstadt <902>";"Wien 17.Bezirk, Hernals <917>";-;
"Wanderungen innerhalb Österreichs";"90 bis 94 Jahre";"2025";"Wien 2.Bezirk, Leopoldstadt <902>";"Wien 18.Bezirk, Währing <918>";-;
"Wanderungen innerhalb Österreichs";"90 bis 94 Jahre";"2025";"Wien 2.Bezirk, Leopoldstadt <902>";"Wien 19.Bezirk, Döbling <919>";-;
"Wanderungen innerhalb Österreichs";"90 bis 94 Jahre";"2025";"Wien 2.Bezirk, Leopoldstadt <902>";"Wien 20.Bezirk, Brigittenau <920>";2;
"Wanderungen innerhalb Österreichs";"90 bis 94 Jahre";"2025";"Wien 2.Bezirk, Leopoldstadt <902>";"Wien 21.Bezirk, Floridsdorf <921>";-;
"Wanderungen innerhalb Österreichs";"90 bis 94 Jahre";"2025";"Wien 2.Bezirk, Leopoldstadt <902>";"Wien 22.Bezirk, Donaustadt <922>";2;
"Wanderungen innerhalb Österreichs";"90 bis 94 Jahre";"2025";"Wien 2.Bezirk, Leopoldstadt <902>";"Wien 23.Bezirk, Liesing <923>";2;
"Wanderungen innerhalb Österreichs";"90 bis 94 Jahre";"2025";"Wien 3.Bezirk, Landstraße <903>";"Wien 1.Bezirk, Innere Stadt <901>";1;
"Wanderungen innerhalb Österreichs";"90 bis 94 Jahre";"2025";"Wien 3.Bezirk, Landstraße <903>";"Wien 2.Bezirk, Leopoldstadt <902>";5;
